ytId,Q,clipname,ytTitle
sZe3IB1OVfw,1,Q1_sZe3IB1OVfw_0.mp3,耶穌祢已得勝 / 天韻合唱團 - piano cover / 鋼琴演奏
sZe3IB1OVfw,1,Q1_sZe3IB1OVfw_1.mp3,耶穌祢已得勝 / 天韻合唱團 - piano cover / 鋼琴演奏
T92R7xjce34,1,Q1_T92R7xjce34_1.mp3,"""All Of Me"" - John Legend (Theatre Grand Piano Cover) - Costantino Carrara"
T92R7xjce34,4,Q4_T92R7xjce34_0.mp3,"""All Of Me"" - John Legend (Theatre Grand Piano Cover) - Costantino Carrara"
TcFVq0leii4,2,Q2_TcFVq0leii4_1.mp3,The Queen's Gambit - Sygrayem (Piano Cover)
TcFVq0leii4,2,Q2_TcFVq0leii4_2.mp3,The Queen's Gambit - Sygrayem (Piano Cover)
TcFVq0leii4,4,Q4_TcFVq0leii4_0.mp3,The Queen's Gambit - Sygrayem (Piano Cover)
TNoaOTrTkTQ,1,Q1_TNoaOTrTkTQ_0.mp3,Sweet & Happy Spring Kpop Piano | 봄에 듣기 좋은 가요 피아노 커버 모음
TNoaOTrTkTQ,1,Q1_TNoaOTrTkTQ_1.mp3,Sweet & Happy Spring Kpop Piano | 봄에 듣기 좋은 가요 피아노 커버 모음
TNoaOTrTkTQ,1,Q1_TNoaOTrTkTQ_2.mp3,Sweet & Happy Spring Kpop Piano | 봄에 듣기 좋은 가요 피아노 커버 모음
UJcnNfeCN1c,1,Q1_UJcnNfeCN1c_2.mp3,Reaching
UJcnNfeCN1c,1,Q1_UJcnNfeCN1c_3.mp3,Reaching
UJcnNfeCN1c,2,Q2_UJcnNfeCN1c_1.mp3,Reaching
UJcnNfeCN1c,3,Q3_UJcnNfeCN1c_0.mp3,Reaching
UOSlDydo94E,1,Q1_UOSlDydo94E_0.mp3,First Day
UOSlDydo94E,1,Q1_UOSlDydo94E_1.mp3,First Day
UOSlDydo94E,1,Q1_UOSlDydo94E_2.mp3,First Day
uqRLEByE6pU,1,Q1_uqRLEByE6pU_0.mp3,WHO YOU SAY I AM | Piano Instrumental with Lyrics | Hillsong Worship
uqRLEByE6pU,1,Q1_uqRLEByE6pU_1.mp3,WHO YOU SAY I AM | Piano Instrumental with Lyrics | Hillsong Worship
uqRLEByE6pU,1,Q1_uqRLEByE6pU_2.mp3,WHO YOU SAY I AM | Piano Instrumental with Lyrics | Hillsong Worship
UYh88SRZC24,1,Q1_UYh88SRZC24_0.mp3,Tones and I - Dance Monkey | Piano Cover + Sheet Music
UYh88SRZC24,1,Q1_UYh88SRZC24_1.mp3,Tones and I - Dance Monkey | Piano Cover + Sheet Music
V3Y9L4UOcpk,1,Q1_V3Y9L4UOcpk_2.mp3,我心屬於祢 - piano cover / 鋼琴演奏
V3Y9L4UOcpk,4,Q4_V3Y9L4UOcpk_0.mp3,我心屬於祢 - piano cover / 鋼琴演奏
V3Y9L4UOcpk,4,Q4_V3Y9L4UOcpk_1.mp3,我心屬於祢 - piano cover / 鋼琴演奏
vJ77eDxHezE,4,Q4_vJ77eDxHezE_0.mp3,Johannes Bornlöf - Twinkle of the Lights
vJ77eDxHezE,4,Q4_vJ77eDxHezE_1.mp3,Johannes Bornlöf - Twinkle of the Lights
vv6nrZ2myXw,1,Q1_vv6nrZ2myXw_0.mp3,세븐틴 (SEVENTEEN) - 고맙다 (THANKS) Piano Cover
vv6nrZ2myXw,1,Q1_vv6nrZ2myXw_1.mp3,세븐틴 (SEVENTEEN) - 고맙다 (THANKS) Piano Cover
vv6nrZ2myXw,1,Q1_vv6nrZ2myXw_2.mp3,세븐틴 (SEVENTEEN) - 고맙다 (THANKS) Piano Cover
vv6nrZ2myXw,1,Q1_vv6nrZ2myXw_3.mp3,세븐틴 (SEVENTEEN) - 고맙다 (THANKS) Piano Cover
vv6nrZ2myXw,1,Q1_vv6nrZ2myXw_4.mp3,세븐틴 (SEVENTEEN) - 고맙다 (THANKS) Piano Cover
VXgRfsVd_o0,1,Q1_VXgRfsVd_o0_0.mp3,Limahl - The NeverEnding Story (The NeverEnding Story Soundtrack) | Piano Cover + Sheet Music
VXgRfsVd_o0,1,Q1_VXgRfsVd_o0_1.mp3,Limahl - The NeverEnding Story (The NeverEnding Story Soundtrack) | Piano Cover + Sheet Music
VXgRfsVd_o0,1,Q1_VXgRfsVd_o0_2.mp3,Limahl - The NeverEnding Story (The NeverEnding Story Soundtrack) | Piano Cover + Sheet Music
wnB2cjd6zbE,1,Q1_wnB2cjd6zbE_0.mp3,Forever Piano
WpZ1rWHOCAQ,1,Q1_WpZ1rWHOCAQ_0.mp3,"워너원(Wanna One) - 에너제틱(Energetic) 피아노 연주, pianoheart"
WpZ1rWHOCAQ,1,Q1_WpZ1rWHOCAQ_1.mp3,"워너원(Wanna One) - 에너제틱(Energetic) 피아노 연주, pianoheart"
WpZ1rWHOCAQ,1,Q1_WpZ1rWHOCAQ_2.mp3,"워너원(Wanna One) - 에너제틱(Energetic) 피아노 연주, pianoheart"
Wy2-my19YnY,1,Q1_Wy2-my19YnY_0.mp3,Marshmello feat. Bastille - Happier | Piano Cover + Sheet Music
Wy2-my19YnY,1,Q1_Wy2-my19YnY_1.mp3,Marshmello feat. Bastille - Happier | Piano Cover + Sheet Music
XC_SiJszQx0,1,Q1_XC_SiJszQx0_3.mp3,Spirit of hope / 盼望聖靈 - piano cover / 鋼琴演奏
XC_SiJszQx0,2,Q2_XC_SiJszQx0_1.mp3,Spirit of hope / 盼望聖靈 - piano cover / 鋼琴演奏
XC_SiJszQx0,4,Q4_XC_SiJszQx0_0.mp3,Spirit of hope / 盼望聖靈 - piano cover / 鋼琴演奏
XC_SiJszQx0,4,Q4_XC_SiJszQx0_2.mp3,Spirit of hope / 盼望聖靈 - piano cover / 鋼琴演奏
xrhWli_R98g,1,Q1_xrhWli_R98g_1.mp3,레드벨벳 (Red Velvet) - Bad Boy Piano Cover
xrhWli_R98g,1,Q1_xrhWli_R98g_3.mp3,레드벨벳 (Red Velvet) - Bad Boy Piano Cover
xrhWli_R98g,4,Q4_xrhWli_R98g_0.mp3,레드벨벳 (Red Velvet) - Bad Boy Piano Cover
xrhWli_R98g,4,Q4_xrhWli_R98g_2.mp3,레드벨벳 (Red Velvet) - Bad Boy Piano Cover
Xsn9zT-05ns,1,Q1_Xsn9zT-05ns_0.mp3,The Lion King 2019 - Hakuna Matata | Piano Cover + Sheet Music
Xsn9zT-05ns,1,Q1_Xsn9zT-05ns_1.mp3,The Lion King 2019 - Hakuna Matata | Piano Cover + Sheet Music
Y5JcZQ0xg4Y,1,Q1_Y5JcZQ0xg4Y_0.mp3,레드벨벳 (Red Velvet) - 러시안 룰렛 (Russian Roulette) Piano Cover
Y5JcZQ0xg4Y,1,Q1_Y5JcZQ0xg4Y_1.mp3,레드벨벳 (Red Velvet) - 러시안 룰렛 (Russian Roulette) Piano Cover
Y5JcZQ0xg4Y,1,Q1_Y5JcZQ0xg4Y_2.mp3,레드벨벳 (Red Velvet) - 러시안 룰렛 (Russian Roulette) Piano Cover
Y5JcZQ0xg4Y,1,Q1_Y5JcZQ0xg4Y_3.mp3,레드벨벳 (Red Velvet) - 러시안 룰렛 (Russian Roulette) Piano Cover
yFw_kO7DF-Y,1,Q1_yFw_kO7DF-Y_0.mp3,Panic! At The Disco - High Hopes | Piano Cover + Sheet Music
yFw_kO7DF-Y,1,Q1_yFw_kO7DF-Y_1.mp3,Panic! At The Disco - High Hopes | Piano Cover + Sheet Music
yFw_kO7DF-Y,1,Q1_yFw_kO7DF-Y_2.mp3,Panic! At The Disco - High Hopes | Piano Cover + Sheet Music
YhXRyOl5pi0,4,Q4_YhXRyOl5pi0_0.mp3,"ytId
YhXRyOl5pi0    Ever So Blue - Onthou
YhXRyOl5pi0    Ever So Blue - Onthou
Name: vidTitle, dtype: object"
ZgT7yq2jsBk,1,Q1_ZgT7yq2jsBk_0.mp3,BLACKOUT | Piano Instrumental with Lyrics | Steffany Gretzinger | Bethel Music
zHwJG8Rrx6c,1,Q1_zHwJG8Rrx6c_0.mp3,세븐틴 (SEVENTEEN) - 예쁘다 (Pretty U) Piano Cover
zHwJG8Rrx6c,1,Q1_zHwJG8Rrx6c_1.mp3,세븐틴 (SEVENTEEN) - 예쁘다 (Pretty U) Piano Cover
zHwJG8Rrx6c,1,Q1_zHwJG8Rrx6c_2.mp3,세븐틴 (SEVENTEEN) - 예쁘다 (Pretty U) Piano Cover
zHwJG8Rrx6c,1,Q1_zHwJG8Rrx6c_3.mp3,세븐틴 (SEVENTEEN) - 예쁘다 (Pretty U) Piano Cover
zmZHNy9T8Pg,1,Q1_zmZHNy9T8Pg_0.mp3,O HOLY NIGHT by Hillsong Worship. Piano Instrumental [with lyrics]
zmZHNy9T8Pg,1,Q1_zmZHNy9T8Pg_1.mp3,O HOLY NIGHT by Hillsong Worship. Piano Instrumental [with lyrics]
zmZHNy9T8Pg,1,Q1_zmZHNy9T8Pg_2.mp3,O HOLY NIGHT by Hillsong Worship. Piano Instrumental [with lyrics]
_8v0MFBZoco,1,Q1__8v0MFBZoco_0.mp3,Elvis Presley - A Little Less Conversation | Piano Cover + Sheet Music
_8v0MFBZoco,1,Q1__8v0MFBZoco_1.mp3,Elvis Presley - A Little Less Conversation | Piano Cover + Sheet Music
_BK2o77sTc0,1,Q1__BK2o77sTc0_0.mp3,José Orlando Luciano - Infini
_BK2o77sTc0,1,Q1__BK2o77sTc0_1.mp3,José Orlando Luciano - Infini
_BK2o77sTc0,4,Q4__BK2o77sTc0_2.mp3,José Orlando Luciano - Infini
_kJtgm1OUNA,1,Q1__kJtgm1OUNA_0.mp3,Imagine Dragons - Believer | Piano Cover + Sheet Music
_kJtgm1OUNA,1,Q1__kJtgm1OUNA_1.mp3,Imagine Dragons - Believer | Piano Cover + Sheet Music
_kJtgm1OUNA,1,Q1__kJtgm1OUNA_2.mp3,Imagine Dragons - Believer | Piano Cover + Sheet Music
_SJQaaRzD-A,1,Q1__SJQaaRzD-A_0.mp3,JOY TO THE WORLD by Hillsong Worship. Piano Instrumental [with lyrics]
_SJQaaRzD-A,1,Q1__SJQaaRzD-A_1.mp3,JOY TO THE WORLD by Hillsong Worship. Piano Instrumental [with lyrics]
--2B4d4lQhs,2,Q2_--2B4d4lQhs_0.mp3,"""Fighting Spirit"" - Inspirational Piano Music"
--2B4d4lQhs,2,Q2_--2B4d4lQhs_1.mp3,"""Fighting Spirit"" - Inspirational Piano Music"
--2B4d4lQhs,2,Q2_--2B4d4lQhs_2.mp3,"""Fighting Spirit"" - Inspirational Piano Music"
--2B4d4lQhs,4,Q4_--2B4d4lQhs_3.mp3,"""Fighting Spirit"" - Inspirational Piano Music"
-jJVb0xvbdg,2,Q2_-jJVb0xvbdg_0.mp3,Goblin OST 9 - I Will Go To You Like The First Snow by Ailee - piano cover w/ Sheet music
-jJVb0xvbdg,2,Q2_-jJVb0xvbdg_1.mp3,Goblin OST 9 - I Will Go To You Like The First Snow by Ailee - piano cover w/ Sheet music
08t73Qgjkt4,2,Q2_08t73Qgjkt4_0.mp3,煎熬 鋼琴版 (主唱: 李佳薇)
08t73Qgjkt4,2,Q2_08t73Qgjkt4_1.mp3,煎熬 鋼琴版 (主唱: 李佳薇)
08t73Qgjkt4,2,Q2_08t73Qgjkt4_2.mp3,煎熬 鋼琴版 (主唱: 李佳薇)
0c2dTJTDUR4,3,Q3_0c2dTJTDUR4_0.mp3,Young and Beautiful
0c2dTJTDUR4,4,Q4_0c2dTJTDUR4_1.mp3,Young and Beautiful
0H4rq0L9OSw,2,Q2_0H4rq0L9OSw_0.mp3,Michael Jackson - Bad (Piano Cover) - Peter Bence
0H4rq0L9OSw,2,Q2_0H4rq0L9OSw_1.mp3,Michael Jackson - Bad (Piano Cover) - Peter Bence
1A9Hh2GrDTs,4,Q4_1A9Hh2GrDTs_0.mp3,Bird in Captivity
1TAKQK3s6qQ,2,Q2_1TAKQK3s6qQ_0.mp3,Game of Thrones - Chaos Is a Ladder
22S3w4idugs,4,Q4_22S3w4idugs_0.mp3,可惜不是你 鋼琴版 (主唱: 梁靜茹 )
2uLw9Zs60A4,2,Q2_2uLw9Zs60A4_0.mp3,下雨的夜晚 鋼琴版 (主唱: 蘇打綠 Sodagreen )
38i12IPkL5c,2,Q2_38i12IPkL5c_0.mp3,BLACKPINK - DDU-DU DDU-DU (뚜두뚜두) | Piano Cover [Sheet Music]
38i12IPkL5c,2,Q2_38i12IPkL5c_1.mp3,BLACKPINK - DDU-DU DDU-DU (뚜두뚜두) | Piano Cover [Sheet Music]
38i12IPkL5c,2,Q2_38i12IPkL5c_2.mp3,BLACKPINK - DDU-DU DDU-DU (뚜두뚜두) | Piano Cover [Sheet Music]
4dXC1cC7crw,1,Q1_4dXC1cC7crw_0.mp3,하현우 - '돌덩이' 이태원 클라쓰 OST(Itaewon class) / Piano Cover / Sheet
4dXC1cC7crw,1,Q1_4dXC1cC7crw_1.mp3,하현우 - '돌덩이' 이태원 클라쓰 OST(Itaewon class) / Piano Cover / Sheet
5CEAeMiXKaA,2,Q2_5CEAeMiXKaA_0.mp3,The Queen's Gambit - You're Gloating (Piano Cover)
5NW0zDu6IYM,1,Q1_5NW0zDu6IYM_2.mp3,ABBA - SOS | Piano Cover + Sheet Music
5NW0zDu6IYM,2,Q2_5NW0zDu6IYM_0.mp3,ABBA - SOS | Piano Cover + Sheet Music
5NW0zDu6IYM,2,Q2_5NW0zDu6IYM_1.mp3,ABBA - SOS | Piano Cover + Sheet Music
60LLKmpgzRM,1,Q1_60LLKmpgzRM_0.mp3,Dark Piano - Hate (Original Composition)
61EA0xRX8gE,2,Q2_61EA0xRX8gE_0.mp3,Spider-Man Trio Theme Epic Piano Mashup/Medley [MCU Live Action Spider-Verse] (Piano Cover)
61EA0xRX8gE,2,Q2_61EA0xRX8gE_1.mp3,Spider-Man Trio Theme Epic Piano Mashup/Medley [MCU Live Action Spider-Verse] (Piano Cover)
61EA0xRX8gE,2,Q2_61EA0xRX8gE_3.mp3,Spider-Man Trio Theme Epic Piano Mashup/Medley [MCU Live Action Spider-Verse] (Piano Cover)
61EA0xRX8gE,2,Q2_61EA0xRX8gE_4.mp3,Spider-Man Trio Theme Epic Piano Mashup/Medley [MCU Live Action Spider-Verse] (Piano Cover)
61EA0xRX8gE,2,Q2_61EA0xRX8gE_5.mp3,Spider-Man Trio Theme Epic Piano Mashup/Medley [MCU Live Action Spider-Verse] (Piano Cover)
6n8HgIcJ6vo,2,Q2_6n8HgIcJ6vo_0.mp3,펀치(Punch) - Done For Me ( Hotel Del Luna OST)/Piano cover/Sheet
78C_TpQDvVE,2,Q2_78C_TpQDvVE_0.mp3,[PianDuo] Ragnarok Online 仙境傳說 - Theme of RO (登入BGM) - Piano Solo 鋼琴獨奏
78C_TpQDvVE,2,Q2_78C_TpQDvVE_1.mp3,[PianDuo] Ragnarok Online 仙境傳說 - Theme of RO (登入BGM) - Piano Solo 鋼琴獨奏
8TYY0qG-KOw,2,Q2_8TYY0qG-KOw_1.mp3,Pippa
8TYY0qG-KOw,4,Q4_8TYY0qG-KOw_0.mp3,Pippa
9Yb9OEVwups,1,Q1_9Yb9OEVwups_0.mp3,林俊傑 JJ Lin - 可惜沒如果 If Only  [Piano Cover by Hugo Wong]
AacIP9mDLw8,2,Q2_AacIP9mDLw8_0.mp3,Vusal Zeinalov - Nagorno Mist
AacIP9mDLw8,2,Q2_AacIP9mDLw8_2.mp3,Vusal Zeinalov - Nagorno Mist
AacIP9mDLw8,3,Q3_AacIP9mDLw8_1.mp3,Vusal Zeinalov - Nagorno Mist
AWNbcxXDmt0,2,Q2_AWNbcxXDmt0_0.mp3,Ninelie - Kabaneri of the Iron Fortress ED [Piano]
b8HVQtIoBYU,2,Q2_b8HVQtIoBYU_0.mp3,Inception - Time (Piano Version) [Remake]
b8HVQtIoBYU,2,Q2_b8HVQtIoBYU_1.mp3,Inception - Time (Piano Version) [Remake]
bfopzItCYrE,2,Q2_bfopzItCYrE_1.mp3,愛你沒差 鋼琴版 (主唱: 周杰倫 Jay Chou )
bfopzItCYrE,3,Q3_bfopzItCYrE_0.mp3,愛你沒差 鋼琴版 (主唱: 周杰倫 Jay Chou )
bfopzItCYrE,4,Q4_bfopzItCYrE_2.mp3,愛你沒差 鋼琴版 (主唱: 周杰倫 Jay Chou )
BzqX-9TA-GY,2,Q2_BzqX-9TA-GY_1.mp3,The Queen's Gambit Beth's Story Piano Cover
BzqX-9TA-GY,2,Q2_BzqX-9TA-GY_2.mp3,The Queen's Gambit Beth's Story Piano Cover
BzqX-9TA-GY,3,Q3_BzqX-9TA-GY_0.mp3,The Queen's Gambit Beth's Story Piano Cover
cFWdWpyvwag,2,Q2_cFWdWpyvwag_0.mp3,The Queen's Gambit - Ceiling Games (Piano Cover)
cFWdWpyvwag,2,Q2_cFWdWpyvwag_1.mp3,The Queen's Gambit - Ceiling Games (Piano Cover)
cm6E860vDjY,2,Q2_cm6E860vDjY_0.mp3,Game of Thrones - The King's Arrival Advanced Piano Cover with Sheet Music
cm6E860vDjY,2,Q2_cm6E860vDjY_1.mp3,Game of Thrones - The King's Arrival Advanced Piano Cover with Sheet Music
cm6E860vDjY,2,Q2_cm6E860vDjY_2.mp3,Game of Thrones - The King's Arrival Advanced Piano Cover with Sheet Music
CxFXrYgdSSI,2,Q2_CxFXrYgdSSI_0.mp3,Johannes Bornlöf - Declaration (Cinematic Mood Video)
CxFXrYgdSSI,2,Q2_CxFXrYgdSSI_1.mp3,Johannes Bornlöf - Declaration (Cinematic Mood Video)
CxFXrYgdSSI,2,Q2_CxFXrYgdSSI_2.mp3,Johannes Bornlöf - Declaration (Cinematic Mood Video)
D-gDPh9ZpFk,2,Q2_D-gDPh9ZpFk_0.mp3,The Reluctant Heroes - Attack on Titan OST [Piano]
D-gDPh9ZpFk,2,Q2_D-gDPh9ZpFk_1.mp3,The Reluctant Heroes - Attack on Titan OST [Piano]
D-gDPh9ZpFk,2,Q2_D-gDPh9ZpFk_2.mp3,The Reluctant Heroes - Attack on Titan OST [Piano]
D5kyjnlDNZs,2,Q2_D5kyjnlDNZs_0.mp3,[OLD VIDEO] Swordland - Sword Art Online OST [Piano]
D5kyjnlDNZs,2,Q2_D5kyjnlDNZs_1.mp3,[OLD VIDEO] Swordland - Sword Art Online OST [Piano]
D5kyjnlDNZs,2,Q2_D5kyjnlDNZs_2.mp3,[OLD VIDEO] Swordland - Sword Art Online OST [Piano]
Dg935IbDggo,2,Q2_Dg935IbDggo_0.mp3,Transformers - Arrival To Earth (Piano Version)
Dg935IbDggo,2,Q2_Dg935IbDggo_1.mp3,Transformers - Arrival To Earth (Piano Version)
Dg935IbDggo,2,Q2_Dg935IbDggo_2.mp3,Transformers - Arrival To Earth (Piano Version)
Dg935IbDggo,2,Q2_Dg935IbDggo_3.mp3,Transformers - Arrival To Earth (Piano Version)
dtS02mrDMsM,2,Q2_dtS02mrDMsM_0.mp3,Epic Dark Piano | Vengeance | Lionel Yu
dtS02mrDMsM,2,Q2_dtS02mrDMsM_1.mp3,Epic Dark Piano | Vengeance | Lionel Yu
dtS02mrDMsM,2,Q2_dtS02mrDMsM_2.mp3,Epic Dark Piano | Vengeance | Lionel Yu
dtS02mrDMsM,2,Q2_dtS02mrDMsM_3.mp3,Epic Dark Piano | Vengeance | Lionel Yu
dtS02mrDMsM,2,Q2_dtS02mrDMsM_4.mp3,Epic Dark Piano | Vengeance | Lionel Yu
DYBBfpEx-JI,2,Q2_DYBBfpEx-JI_0.mp3,Main Themes- Thor Medley (Piano)
DYBBfpEx-JI,2,Q2_DYBBfpEx-JI_1.mp3,Main Themes- Thor Medley (Piano)
DYBBfpEx-JI,2,Q2_DYBBfpEx-JI_2.mp3,Main Themes- Thor Medley (Piano)
DYBBfpEx-JI,2,Q2_DYBBfpEx-JI_3.mp3,Main Themes- Thor Medley (Piano)
DYBBfpEx-JI,3,Q3_DYBBfpEx-JI_4.mp3,Main Themes- Thor Medley (Piano)
epX33OVpkmA,2,Q2_epX33OVpkmA_0.mp3,Game of Thrones - Let's Kill Some Crows (Advanced Piano Solo with Sheet Music)
epX33OVpkmA,2,Q2_epX33OVpkmA_1.mp3,Game of Thrones - Let's Kill Some Crows (Advanced Piano Solo with Sheet Music)
epX33OVpkmA,2,Q2_epX33OVpkmA_2.mp3,Game of Thrones - Let's Kill Some Crows (Advanced Piano Solo with Sheet Music)
ezoAduuCkUs,2,Q2_ezoAduuCkUs_0.mp3,Piano Covers
ii1Jw1-7Ka4,4,Q4_ii1Jw1-7Ka4_0.mp3,"ytId
ii1Jw1-7Ka4    ""FORGIVEN"" by Norman Dück ~ World's Most Emoti...
ii1Jw1-7Ka4    ""FORGIVEN"" by Norman Dück ~ World's Most Emoti...
Name: vidTitle, dtype: object"
ii1Jw1-7Ka4,4,Q4_ii1Jw1-7Ka4_1.mp3,"ytId
ii1Jw1-7Ka4    ""FORGIVEN"" by Norman Dück ~ World's Most Emoti...
ii1Jw1-7Ka4    ""FORGIVEN"" by Norman Dück ~ World's Most Emoti...
Name: vidTitle, dtype: object"
ii1Jw1-7Ka4,4,Q4_ii1Jw1-7Ka4_2.mp3,"ytId
ii1Jw1-7Ka4    ""FORGIVEN"" by Norman Dück ~ World's Most Emoti...
ii1Jw1-7Ka4    ""FORGIVEN"" by Norman Dück ~ World's Most Emoti...
Name: vidTitle, dtype: object"
ijfxkQPAQdE,2,Q2_ijfxkQPAQdE_1.mp3,Interstellar - Quantifiable connection (Piano Cover)
ijfxkQPAQdE,2,Q2_ijfxkQPAQdE_2.mp3,Interstellar - Quantifiable connection (Piano Cover)
ijfxkQPAQdE,3,Q3_ijfxkQPAQdE_0.mp3,Interstellar - Quantifiable connection (Piano Cover)
ItGNJM6skM4,2,Q2_ItGNJM6skM4_1.mp3,Zack Hemsey - The Way (Piano Cover)
ItGNJM6skM4,2,Q2_ItGNJM6skM4_2.mp3,Zack Hemsey - The Way (Piano Cover)
ItGNJM6skM4,3,Q3_ItGNJM6skM4_0.mp3,Zack Hemsey - The Way (Piano Cover)
jO2zX6Ul8GM,2,Q2_jO2zX6Ul8GM_0.mp3,Franz Gordon - Slow Day (Full Album)
jO2zX6Ul8GM,2,Q2_jO2zX6Ul8GM_1.mp3,Franz Gordon - Slow Day (Full Album)
jO2zX6Ul8GM,4,Q4_jO2zX6Ul8GM_2.mp3,Franz Gordon - Slow Day (Full Album)
jTPXwbDtIpA,2,Q2_jTPXwbDtIpA_1.mp3,Harry Potter - Hedwig's Theme (Piano Version)
jTPXwbDtIpA,2,Q2_jTPXwbDtIpA_2.mp3,Harry Potter - Hedwig's Theme (Piano Version)
jTPXwbDtIpA,3,Q3_jTPXwbDtIpA_0.mp3,Harry Potter - Hedwig's Theme (Piano Version)
jziI_cuN_H8,1,Q1_jziI_cuN_H8_0.mp3,Pirates of the Caribbean: The Curse of the Black Pearl - He's a Pirate (Hans Zimmer) | Piano Cover
jziI_cuN_H8,1,Q1_jziI_cuN_H8_1.mp3,Pirates of the Caribbean: The Curse of the Black Pearl - He's a Pirate (Hans Zimmer) | Piano Cover
jziI_cuN_H8,1,Q1_jziI_cuN_H8_2.mp3,Pirates of the Caribbean: The Curse of the Black Pearl - He's a Pirate (Hans Zimmer) | Piano Cover
k-FNDbK6Qhg,2,Q2_k-FNDbK6Qhg_0.mp3,Final Fantasy VII Remake - Those Who Fight - piano version
k-FNDbK6Qhg,2,Q2_k-FNDbK6Qhg_2.mp3,Final Fantasy VII Remake - Those Who Fight - piano version
k-FNDbK6Qhg,4,Q4_k-FNDbK6Qhg_1.mp3,Final Fantasy VII Remake - Those Who Fight - piano version
kKFwiXKlhC8,2,Q2_kKFwiXKlhC8_0.mp3,Requiem For a Dream (Piano Cover)
kKFwiXKlhC8,2,Q2_kKFwiXKlhC8_1.mp3,Requiem For a Dream (Piano Cover)
l-4Kce3YxxQ,2,Q2_l-4Kce3YxxQ_0.mp3,Bleach Fight Soundtrack Piano Medley (Part 3)
l-4Kce3YxxQ,2,Q2_l-4Kce3YxxQ_1.mp3,Bleach Fight Soundtrack Piano Medley (Part 3)
l-4Kce3YxxQ,2,Q2_l-4Kce3YxxQ_2.mp3,Bleach Fight Soundtrack Piano Medley (Part 3)
l-4Kce3YxxQ,2,Q2_l-4Kce3YxxQ_3.mp3,Bleach Fight Soundtrack Piano Medley (Part 3)
l-4Kce3YxxQ,2,Q2_l-4Kce3YxxQ_4.mp3,Bleach Fight Soundtrack Piano Medley (Part 3)
OCqMDeD6Fmc,2,Q2_OCqMDeD6Fmc_0.mp3,Light of the Seven - Game of Thrones (Piano Version)
OCqMDeD6Fmc,2,Q2_OCqMDeD6Fmc_1.mp3,Light of the Seven - Game of Thrones (Piano Version)
OCqMDeD6Fmc,2,Q2_OCqMDeD6Fmc_2.mp3,Light of the Seven - Game of Thrones (Piano Version)
OCqMDeD6Fmc,2,Q2_OCqMDeD6Fmc_3.mp3,Light of the Seven - Game of Thrones (Piano Version)
P-We4q3goKU,2,Q2_P-We4q3goKU_1.mp3,The Queen's Gambit - The Final Game (Piano Cover)
P-We4q3goKU,2,Q2_P-We4q3goKU_2.mp3,The Queen's Gambit - The Final Game (Piano Cover)
P-We4q3goKU,2,Q2_P-We4q3goKU_3.mp3,The Queen's Gambit - The Final Game (Piano Cover)
P-We4q3goKU,2,Q2_P-We4q3goKU_4.mp3,The Queen's Gambit - The Final Game (Piano Cover)
P-We4q3goKU,2,Q2_P-We4q3goKU_5.mp3,The Queen's Gambit - The Final Game (Piano Cover)
